,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
1860,Maruti,2011,376000,60000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5
1861,Maruti,2004,75000,46000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,4
1862,Mahindra,2012,440000,120000,Diesel,Individual,Automatic,Third Owner,11.79,2179.0,120.0,8
1863,Maruti,2016,390000,80000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
1864,Toyota,2012,725000,159000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7
1865,Mahindra,2012,325000,110000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7
1866,Maruti,2010,170000,75000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
1867,Maruti,2010,215000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5
1868,Honda,2010,350000,110000,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,5
1869,Chevrolet,2009,80000,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.0,995.0,62.0,5
1870,Hyundai,2012,195000,80000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
1871,Nissan,2014,335000,71000,Diesel,Dealer,Manual,First Owner,21.64,1461.0,84.8,5
1872,Mahindra,2011,475000,108000,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7
1873,Renault,2015,484999,75000,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.8,5
1874,Maruti,2018,650000,22000,Petrol,Individual,Manual,Second Owner,21.56,1462.0,103.25,5
1875,Audi,2014,1850000,76131,Diesel,Individual,Automatic,First Owner,13.22,2967.0,241.4,5
1876,Hyundai,2018,700000,30000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5
1877,Audi,2014,3000000,65000,Diesel,Individual,Automatic,First Owner,12.07,2967.0,241.4,7
1878,Mahindra,2018,900000,60000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,7
1879,Volkswagen,2013,350000,80000,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5
1880,Honda,2005,285000,80000,Petrol,Individual,Automatic,Second Owner,9.0,2997.0,218.0,5
1881,Audi,2012,1850000,70000,Diesel,Individual,Automatic,First Owner,12.07,2967.0,241.4,7
1882,Maruti,2017,750000,51777,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5
1883,Land,2013,1650000,64788,Diesel,Dealer,Automatic,First Owner,0.0,2179.0,115.0,5
1884,Honda,2018,600000,20000,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,5
1885,Volkswagen,2018,565000,19000,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,5
1886,Daewoo,2000,86000,46951,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,5
1887,Datsun,2016,329000,19000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5
1888,Ford,2016,650000,50000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5
1889,Hyundai,2015,822000,60000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5
1890,Renault,2013,345000,100000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5
1891,Maruti,2001,30000,10000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5
1892,Maruti,2012,330000,50000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5
1893,Maruti,2014,300000,74537,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5
1894,Maruti,2009,200000,90000,Petrol,Individual,Automatic,Second Owner,12.6,1586.0,103.3,5
1895,Chevrolet,2010,90000,70000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5
1896,Maruti,2010,200000,80000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5
1897,Hyundai,2016,550000,35000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5
1898,Chevrolet,2015,250000,23500,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5
1899,Honda,2017,975000,82000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5
1900,Toyota,2014,900000,100000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8
1901,Hyundai,2018,610000,15000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
1902,Maruti,2017,620000,30000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5
1903,Hyundai,2016,400000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
1904,Maruti,2019,500000,11000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5
1905,Datsun,2017,200000,140000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,7
1906,Tata,2016,360000,110000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,5
1907,Maruti,2012,252000,48000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
1908,Maruti,2012,280000,70000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5
1909,Maruti,2018,509999,70000,Petrol,Individual,Manual,Second Owner,22.0,1197.0,81.8,5
1910,Mahindra,2016,1050000,58000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7
1911,Maruti,2010,200000,40000,LPG,Individual,Manual,Fourth & Above Owner,17.3,1061.0,57.5,5
1912,Maruti,2005,60000,90000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5
1913,Mahindra,2010,320000,40000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,7
1914,Mahindra,2013,520000,110000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9
1915,Tata,2007,250000,80000,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7
1916,Maruti,2017,725000,60000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
1917,Mahindra,2015,585000,50000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
1918,Tata,2017,430000,25000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
1919,Maruti,2011,235000,100000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5
1920,Maruti,2012,350000,52000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5
1921,Hyundai,2010,131000,80000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5
1922,Honda,2016,450000,85000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5
1923,Maruti,2016,750000,83000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
1924,Maruti,2013,200000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5
1925,Maruti,2009,125000,120000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061.0,67.0,5
1926,Mahindra,2014,500000,100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
1927,Maruti,2012,380000,70000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5
1928,Maruti,2008,128000,19000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5
1929,Honda,2009,250000,68600,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,5
1930,Mahindra,2017,690000,60000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7
1931,Mahindra,2014,650000,65000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7
1932,Honda,2012,560000,40000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5
1933,Maruti,2016,400000,25000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
1934,Maruti,2012,200000,29500,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
1935,Hyundai,2018,950000,13887,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5
1936,Maruti,2016,300000,50000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5
1937,Renault,2016,315000,30000,Petrol,Individual,Manual,Second Owner,25.17,799.0,53.3,5
1938,Maruti,2012,220000,100000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5
1939,Chevrolet,2011,130000,60000,Petrol,Individual,Manual,Second Owner,14.49,1399.0,92.7,5
1940,Hyundai,2016,595000,60000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5
1941,Tata,2011,110000,120000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5
1942,Ford,2017,680000,13500,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5
1943,Fiat,2013,280000,52000,Diesel,Individual,Manual,First Owner,20.3,1248.0,75.0,5
1944,Maruti,2017,530000,30000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5
1945,Hyundai,2017,610000,14000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5
1946,Tata,2014,500000,90000,Diesel,Individual,Manual,Second Owner,15.05,2179.0,147.9,7
1947,Tata,2018,500000,50000,Diesel,Individual,Manual,First Owner,24.7,1047.0,69.0,5
1948,Mahindra,2010,250000,120000,Diesel,Individual,Manual,Second Owner,13.0,2489.0,95.0,8
1949,Hyundai,2018,325000,10000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
1950,Maruti,2018,550000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5
1951,Maruti,2018,720000,25000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5
1952,Hyundai,2017,950000,20000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5
1953,Maruti,2013,350000,60000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5
1954,Hyundai,2018,500000,40000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5
1955,Maruti,2012,380000,60000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5
1956,Hyundai,2015,380000,50000,Petrol,Individual,Automatic,First Owner,16.9,1197.0,82.0,5
1957,Hyundai,2017,900000,20000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5
1958,Maruti,2017,295000,35000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5
1959,Maruti,2016,640000,40000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5
1960,Tata,2018,790000,60000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5
1961,Hyundai,2015,625000,20000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.4,5
1962,Ford,2017,604000,30000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,121.36,5
1963,Maruti,2015,315000,29000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5
1964,Mahindra,2019,950000,17000,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,5
1965,Maruti,2017,400000,50000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
1966,Hyundai,2018,700000,42000,Petrol,Individual,Automatic,First Owner,18.6,1368.0,98.63,5
1967,Toyota,2011,700000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8
1968,Mahindra,2012,260000,110000,Diesel,Individual,Manual,First Owner,21.03,1461.0,65.0,5
1969,Tata,2012,200000,90000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5
1970,Maruti,2020,580000,70000,Petrol,Individual,Manual,First Owner,23.26,1197.0,88.5,5
1971,Volkswagen,2011,330000,66000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,105.0,5
1972,Hyundai,2011,400000,70000,Diesel,Individual,Manual,Third Owner,16.2,1493.0,110.0,5
1973,Hyundai,2018,1350000,5000,Petrol,Individual,Automatic,First Owner,14.8,1591.0,121.3,5
1974,Mahindra,2014,250000,50000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5
1975,Skoda,2019,725000,25000,Petrol,Individual,Manual,First Owner,15.41,1598.0,103.2,5
1976,Maruti,2013,300000,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5
1977,Maruti,2006,120000,40000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
1978,Mahindra,2016,1175000,110000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7
1979,Tata,2009,380000,150000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7
1980,Tata,2014,400000,45000,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5
1981,Tata,2005,140000,90000,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70.0,5
1982,Tata,2011,229999,140000,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7
1983,Ford,2003,110000,83000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5
1984,Volkswagen,2011,550000,106000,Diesel,Individual,Automatic,Second Owner,16.96,1968.0,138.1,5
1985,Chevrolet,2008,150000,60000,Petrol,Individual,Manual,Fourth & Above Owner,15.26,1150.0,74.9,5
1986,Maruti,2017,265000,40000,Petrol,Individual,Manual,Second Owner,16.8,796.0,34.2,8
1987,Hyundai,2011,300000,138000,Petrol,Individual,Manual,Third Owner,17.0,1197.0,80.0,5
1988,Maruti,2015,280000,80000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5
1989,Hyundai,2005,130000,50000,Petrol,Individual,Manual,Second Owner,15.3,1341.0,83.0,5
1990,Chevrolet,2015,350000,50000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5
1991,Maruti,2009,200000,120000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5
1992,Maruti,2018,550000,24400,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5
1993,Mahindra,2013,400000,60000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7
1994,Maruti,2010,170000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,85.8,5
1995,Hyundai,2015,600000,60000,Diesel,Individual,Manual,Second Owner,24.8,1396.0,88.7,5
1996,Maruti,2011,130000,100000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
1997,Maruti,2011,100000,120000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
1998,Renault,2016,310000,27500,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
1999,Maruti,2007,35000,10000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4
2000,Hyundai,2010,200000,120000,Petrol,Individual,Manual,Third Owner,18.5,1197.0,80.0,5
2001,Hyundai,2015,650000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5
2002,Tata,2013,210000,120000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5
2003,Hyundai,2015,509999,90000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.01,5
2004,Ford,2013,229999,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5
2005,Renault,2014,409999,188000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5
2006,Chevrolet,2011,130000,67840,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5
2007,Tata,2013,95000,30000,Petrol,Individual,Manual,First Owner,25.4,624.0,37.48,4
2008,Maruti,2016,225000,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5
2009,Maruti,2017,775000,100000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
2010,Maruti,2017,420000,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
2011,Hyundai,2016,480000,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
2012,Mahindra,2010,260000,380000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7
2013,Volkswagen,2018,600000,15000,Petrol,Individual,Manual,First Owner,16.2,1199.0,74.0,5
2014,Ford,2009,140000,140000,Diesel,Individual,Manual,Second Owner,13.8,1399.0,68.0,5
2015,Maruti,2010,130000,120000,Petrol,Individual,Manual,Third Owner,19.7,796.0,35.0,8
2016,Maruti,2007,195000,112880,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,5
2017,Tata,2013,210000,135000,Diesel,Dealer,Manual,Second Owner,19.4,1405.0,70.0,5
2018,Maruti,2006,130000,80000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5
2019,Chevrolet,2012,141000,128000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5
2020,Mahindra,2011,280000,120000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7
2021,Maruti,2010,350000,30000,Petrol,Individual,Automatic,First Owner,12.6,1586.0,103.2,5
2022,Tata,2018,575000,70000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5
2023,Hyundai,2015,550000,41000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
2024,Maruti,2006,120000,30000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
2025,Maruti,2015,320000,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5
2026,Hyundai,2011,250000,35000,Petrol,Individual,Manual,First Owner,16.36,1495.0,93.7,5
2027,Maruti,2010,300000,22000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5
2028,Maruti,2006,250000,70000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5
2029,Mahindra,2018,750000,70000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7
2030,Mahindra,2005,151000,200000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,8
2031,Tata,2011,300000,120000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7
2032,Maruti,2019,577000,3000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5
2033,Maruti,2012,229999,50000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
2034,Mahindra,2013,500000,50000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
2035,Honda,2019,840000,1500,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5
2036,Volkswagen,2017,900000,74000,Diesel,Individual,Manual,First Owner,22.27,1498.0,108.6,5
2037,Honda,2017,650000,25000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5
2038,Honda,2016,650000,61915,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5
2039,Hyundai,2016,250000,110000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
2040,Volkswagen,2016,550000,70000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.0,5
2041,Maruti,2007,250000,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248.0,75.0,5
2042,Mahindra,2013,350000,110000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7
2043,Chevrolet,2014,185000,90000,Diesel,Individual,Manual,Second Owner,25.44,936.0,56.3,5
2044,Ford,2010,229999,120000,Petrol,Individual,Manual,Third Owner,15.6,1196.0,70.0,5
2045,Toyota,2016,1000000,65000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8
2046,Maruti,2019,490000,10000,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5
2047,Hyundai,2009,150000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5
2048,Maruti,2013,600000,184000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7
2049,Maruti,2013,270000,80000,CNG,Individual,Manual,Second Owner,32.52,998.0,58.33,5
2050,Maruti,2005,60000,70000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5
2051,Maruti,2008,150000,89000,Petrol,Individual,Manual,Second Owner,15.6,1586.0,104.68,5
2052,Maruti,2013,525000,69000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5
2053,Tata,2012,83000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5
2054,Hyundai,2017,300000,8000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
2055,Hyundai,2012,350000,35000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5
2056,Hyundai,2011,300000,45000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5
2057,Fiat,2011,250000,30000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.2,5
2058,Maruti,2006,114999,59000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
2059,Maruti,2018,700000,6200,Petrol,Individual,Manual,First Owner,19.34,1462.0,103.0,7
2060,Maruti,2020,250000,120000,Petrol,Individual,Manual,Second Owner,21.63,998.0,67.0,5
2061,Maruti,2016,350000,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
2062,Maruti,1998,80000,70000,Petrol,Individual,Manual,First Owner,14.0,796.0,35.0,5
2063,Mahindra,2017,850000,110000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,7
2064,Chevrolet,2007,90000,93000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5
2065,Chevrolet,2014,600000,110000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10
2066,Maruti,2007,135000,57000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5
2067,Hyundai,2005,150000,120000,Petrol,Individual,Manual,First Owner,13.2,1495.0,94.0,5
2068,Maruti,2009,240000,120000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5
2069,Hyundai,2018,946000,60000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5
2070,Tata,2011,215000,70000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5
2071,Maruti,1999,50000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5
2072,Honda,2013,310000,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5
2073,Hyundai,2008,220000,35000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5
2074,Maruti,2008,195000,90000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5
2075,Hyundai,2015,650000,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5
2076,Hyundai,2011,350000,98000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5
2077,Hyundai,2013,360000,30000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5
2078,Hyundai,2013,550000,50000,Petrol,Individual,Manual,Second Owner,16.3,1797.0,147.5,5
2079,Hyundai,2016,490000,26000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
2080,Maruti,2011,195000,46000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
2081,Maruti,2010,125000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5
2082,Tata,2019,459999,10000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
2083,Maruti,2015,275000,16700,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5
2084,Maruti,2018,680000,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
2085,Maruti,2015,600000,7967,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5
2086,Maruti,2018,720000,20000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5
2087,Renault,2016,356000,9656,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
2088,Hyundai,2011,225000,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5
2089,Ford,2019,725000,17000,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,5
2090,Chevrolet,2010,130000,50000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5
2091,Renault,2015,300000,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
2092,Hyundai,2013,400000,43000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5
2093,Hyundai,2013,550000,50000,Diesel,Individual,Manual,First Owner,23.5,1396.0,88.7,5
2094,Maruti,2006,120000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.0,5
2095,Mahindra,2012,409999,100000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,8
2096,Hyundai,2010,110000,80000,Petrol,Individual,Manual,Second Owner,0.0,1086.0,62.1,5
2097,Mahindra,2012,450000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
2098,Maruti,2019,610000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5
2099,Ford,2016,515000,68609,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5
2100,Ford,2018,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5
2101,Nissan,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498.0,104.55,5
2102,Ford,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.05,5
2103,Ford,2017,500000,62960,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5
2104,Maruti,2017,600000,26634,Petrol,Dealer,Automatic,First Owner,21.21,1197.0,81.8,5
2105,Ford,2012,195000,163720,Diesel,Dealer,Manual,First Owner,18.5,1399.0,68.0,5
2106,Maruti,2012,265000,67998,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5
2107,Ford,2018,650000,20706,Diesel,Dealer,Manual,First Owner,23.8,1499.0,98.63,5
2108,Ford,2015,415000,100581,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5
2109,Renault,2015,600000,67303,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5
2110,Maruti,2013,340000,79139,Petrol,Dealer,Manual,First Owner,18.5,1197.0,85.8,5
2111,Hyundai,2014,350000,84784,Diesel,Dealer,Manual,First Owner,24.0,1120.0,70.0,5
2112,Maruti,2012,265000,130376,Diesel,Dealer,Manual,Second Owner,23.2,1248.0,73.94,5
2113,Tata,2017,625000,72000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7
2114,Hyundai,2008,245000,127000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5
2115,Maruti,2014,395000,120000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
2116,Hyundai,2014,490000,100000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5
2117,Maruti,2018,955000,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7
2118,Maruti,2013,525000,110000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5
2119,Tata,2017,550000,30000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5
2120,Tata,2014,200000,120000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5
2121,Ford,2017,500000,15000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5
2122,Maruti,2016,825000,33500,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5
2123,Mahindra,2012,250000,70000,Diesel,Individual,Manual,First Owner,17.21,1493.0,100.0,7
2124,Toyota,2015,600000,10000,Petrol,Individual,Manual,First Owner,18.16,1197.0,78.8,5
2125,Mahindra,2018,1325000,22053,Diesel,Individual,Manual,First Owner,16.36,2179.0,120.0,7
2126,Mahindra,2016,770000,50000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7
2127,Chevrolet,2011,415000,78432,Diesel,Individual,Manual,First Owner,16.52,1991.0,123.7,5
2128,Hyundai,2011,825000,125000,Diesel,Individual,Manual,Second Owner,14.66,2199.0,194.3,7
2129,Ford,2018,530000,80000,Diesel,Individual,Manual,First Owner,26.1,1498.0,99.23,5
2130,Toyota,2006,425000,270000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8
2131,Honda,2012,310000,50000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5
2132,Tata,2017,390000,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
2133,Hyundai,2016,700000,30000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5
2134,Hyundai,2010,200000,70000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5
